ID	X	Y	landcover
996	69.5625	41.9375	17
997	69.6875	41.9375	17
998	69.8125	41.9375	17
999	69.9375	41.9375	17
1000	70.0625	41.9375	17
1001	70.1875	41.9375	17
1002	70.3125	41.9375	17
1003	70.4375	41.9375	17
1004	70.5625	41.9375	17
1005	70.6875	41.9375	17
1006	70.8125	41.9375	17
1007	70.9375	41.9375	17
1008	71.0625	41.9375	17
1009	71.1875	41.9375	17
1010	71.3125	41.9375	17
1011	71.4375	41.9375	17
1012	71.5625	41.9375	17
1013	71.6875	41.9375	17
1014	71.8125	41.9375	17
1015	71.9375	41.9375	17
1016	72.0625	41.9375	17
1017	72.1875	41.9375	17
1018	72.3125	41.9375	17
1019	72.4375	41.9375	17
1020	72.5625	41.9375	17
1021	72.6875	41.9375	17
1022	72.8125	41.9375	17
1023	72.9375	41.9375	17
1024	73.0625	41.9375	17
1025	73.1875	41.9375	17
1026	73.3125	41.9375	17
1027	73.4375	41.9375	17
1028	73.5625	41.9375	17
1029	73.6875	41.9375	17
1030	73.8125	41.9375	17
1031	73.9375	41.9375	17
1032	74.0625	41.9375	17
1033	74.1875	41.9375	17
1034	74.3125	41.9375	17
1035	74.4375	41.9375	17
1036	74.5625	41.9375	17
1037	74.6875	41.9375	17
1038	74.8125	41.9375	17
1039	74.9375	41.9375	17
1040	75.0625	41.9375	17
1041	75.1875	41.9375	17
1042	75.3125	41.9375	17
1043	75.4375	41.9375	17
1044	75.5625	41.9375	17
1045	76.5625	41.9375	17
1046	76.6875	41.9375	24
1047	76.8125	41.9375	24
1048	76.9375	41.9375	17
1049	77.0625	41.9375	17
1050	77.1875	41.9375	24
1051	77.3125	41.9375	17
1052	77.4375	41.9375	17
1053	77.5625	41.9375	24
1054	77.6875	41.9375	24
1055	77.8125	41.9375	24
1056	77.9375	41.9375	24
1057	78.0625	41.9375	17
1058	78.1875	41.9375	17
1059	78.3125	41.9375	24
1060	67.4375	41.8125	16
1061	67.5625	41.8125	16
1062	67.6875	41.8125	16
1063	67.8125	41.8125	16
1064	67.9375	41.8125	18
1065	68.0625	41.8125	17
1066	68.1875	41.8125	16
1067	68.3125	41.8125	16
1068	68.4375	41.8125	16
1069	68.5625	41.8125	16
1070	68.6875	41.8125	16
1071	68.8125	41.8125	16
1072	68.9375	41.8125	16
1073	69.0625	41.8125	17
1074	69.1875	41.8125	17
1075	69.3125	41.8125	17
1076	69.4375	41.8125	9
1077	69.5625	41.8125	9
1078	69.6875	41.8125	17
1079	69.8125	41.8125	17
1080	69.9375	41.8125	17
1081	70.0625	41.8125	17
1082	70.1875	41.8125	17
1083	70.3125	41.8125	17
1084	70.4375	41.8125	17
1085	70.5625	41.8125	17
1086	70.6875	41.8125	17
1087	70.8125	41.8125	17
1088	70.9375	41.8125	17
1089	71.0625	41.8125	17
1090	71.1875	41.8125	17
1091	71.3125	41.8125	17
1092	71.4375	41.8125	17
1093	71.5625	41.8125	17
1094	71.6875	41.8125	17
1095	71.8125	41.8125	14
1096	71.9375	41.8125	14
1097	72.0625	41.8125	14
1098	72.1875	41.8125	17
1099	72.3125	41.8125	17
1100	72.4375	41.8125	17
1101	72.5625	41.8125	17
1102	72.6875	41.8125	17
1103	72.8125	41.8125	25
1104	72.9375	41.8125	25
1105	73.0625	41.8125	17
1106	73.1875	41.8125	17
1107	73.3125	41.8125	17
1108	73.4375	41.8125	17
1109	73.5625	41.8125	17
1110	73.6875	41.8125	17
1111	73.8125	41.8125	17
1112	73.9375	41.8125	17
1113	74.0625	41.8125	17
1114	74.1875	41.8125	17
1115	74.3125	41.8125	17
1116	74.4375	41.8125	17
1117	74.5625	41.8125	17
1118	74.6875	41.8125	17
1119	74.8125	41.8125	17
1120	74.9375	41.8125	17
1121	75.0625	41.8125	25
1122	75.1875	41.8125	25
1123	75.3125	41.8125	17
1124	75.4375	41.8125	17
1125	75.5625	41.8125	17
1126	75.6875	41.8125	17
1127	75.8125	41.8125	17
1128	75.9375	41.8125	17
1129	76.0625	41.8125	17
1130	76.1875	41.8125	17
1131	76.3125	41.8125	17
1132	76.4375	41.8125	17
1133	76.5625	41.8125	17
1134	76.6875	41.8125	17
1135	76.8125	41.8125	17
1136	76.9375	41.8125	17
1137	77.0625	41.8125	17
1138	77.1875	41.8125	17
1139	77.3125	41.8125	24
1140	77.4375	41.8125	24
1141	77.5625	41.8125	24
1142	77.6875	41.8125	24
1143	77.8125	41.8125	17
1144	77.9375	41.8125	24
1145	78.0625	41.8125	17
1146	78.1875	41.8125	24
1147	78.3125	41.8125	24
1148	67.4375	41.6875	16
1149	67.5625	41.6875	16
1150	67.6875	41.6875	16
1151	67.8125	41.6875	16
1152	67.9375	41.6875	16
1153	68.0625	41.6875	16
1154	68.1875	41.6875	16
1155	68.3125	41.6875	17
1156	68.4375	41.6875	16
1157	68.5625	41.6875	16
1158	68.6875	41.6875	16
1159	68.8125	41.6875	17
1160	68.9375	41.6875	9
1161	69.0625	41.6875	17
1162	69.1875	41.6875	17
1163	69.3125	41.6875	17
1164	69.4375	41.6875	9
1165	69.5625	41.6875	17
1166	69.6875	41.6875	17
1167	69.8125	41.6875	17
1168	69.9375	41.6875	17
1169	70.0625	41.6875	17
1170	70.1875	41.6875	17
1171	70.3125	41.6875	17
1172	70.4375	41.6875	17
1173	70.5625	41.6875	17
1174	70.6875	41.6875	17
1175	70.8125	41.6875	17
1176	70.9375	41.6875	17
1177	71.0625	41.6875	17
1178	71.1875	41.6875	17
1179	71.3125	41.6875	17
1180	71.4375	41.6875	17
1181	71.5625	41.6875	17
1182	71.6875	41.6875	14
1183	71.8125	41.6875	14
1184	71.9375	41.6875	14
1185	72.0625	41.6875	17
1186	72.1875	41.6875	17
1187	72.3125	41.6875	17
1188	72.4375	41.6875	17
1189	72.5625	41.6875	17
1190	72.6875	41.6875	17
1191	72.8125	41.6875	17
1192	72.9375	41.6875	17
1193	73.0625	41.6875	17
1194	73.1875	41.6875	17
1195	73.3125	41.6875	17
1196	73.4375	41.6875	17
1197	73.5625	41.6875	17
1198	73.6875	41.6875	17
1199	73.8125	41.6875	17
1200	73.9375	41.6875	17
1201	74.0625	41.6875	17
1202	74.1875	41.6875	17
1203	74.3125	41.6875	17
1204	74.4375	41.6875	17
1205	74.5625	41.6875	17
1206	74.6875	41.6875	17
1207	74.8125	41.6875	17
1208	74.9375	41.6875	17
1209	75.0625	41.6875	17
1210	75.1875	41.6875	17
1211	75.3125	41.6875	17
1212	75.4375	41.6875	17
1213	75.5625	41.6875	17
1214	75.6875	41.6875	17
1215	75.8125	41.6875	17
1216	75.9375	41.6875	17
1217	76.0625	41.6875	17
1218	76.1875	41.6875	17
1219	76.3125	41.6875	17
1220	76.4375	41.6875	17
1221	76.5625	41.6875	17
1222	76.6875	41.6875	17
1223	76.8125	41.6875	17
1224	76.9375	41.6875	17
1225	77.0625	41.6875	17
1226	77.1875	41.6875	17
1227	77.3125	41.6875	17
1228	77.4375	41.6875	24
1229	77.5625	41.6875	24
1230	77.6875	41.6875	17
1231	77.8125	41.6875	16
1232	77.9375	41.6875	17
1233	78.0625	41.6875	17
1234	78.1875	41.6875	24
1235	78.3125	41.6875	20
1236	67.4375	41.5625	16
1237	67.5625	41.5625	16
1238	67.6875	41.5625	16
1239	67.8125	41.5625	16
1240	67.9375	41.5625	16
1241	68.0625	41.5625	16
1242	68.1875	41.5625	16
1243	68.3125	41.5625	16
1244	68.4375	41.5625	17
1245	68.5625	41.5625	16
1246	68.6875	41.5625	16
1247	68.8125	41.5625	17
1248	68.9375	41.5625	9
1249	69.0625	41.5625	17
1250	69.1875	41.5625	17
1251	69.3125	41.5625	9
1252	69.4375	41.5625	9
1253	69.5625	41.5625	17
1254	69.6875	41.5625	17
1255	69.8125	41.5625	17
1256	69.9375	41.5625	17
1257	70.0625	41.5625	17
1258	70.1875	41.5625	17
1259	70.3125	41.5625	17
1260	70.4375	41.5625	17
1261	70.5625	41.5625	17
1262	70.6875	41.5625	17
1263	70.8125	41.5625	17
1264	70.9375	41.5625	17
1265	71.0625	41.5625	17
1266	71.1875	41.5625	17
1267	71.3125	41.5625	17
1268	71.4375	41.5625	14
1269	71.5625	41.5625	17
1270	71.6875	41.5625	17
1271	71.8125	41.5625	17
1272	71.9375	41.5625	17
1273	72.0625	41.5625	14
1274	72.1875	41.5625	17
1275	72.3125	41.5625	17
1276	72.4375	41.5625	17
1277	72.5625	41.5625	17
1278	72.6875	41.5625	17
1279	72.8125	41.5625	17
1280	72.9375	41.5625	17
1281	73.0625	41.5625	17
1282	73.1875	41.5625	17
1283	73.3125	41.5625	17
1284	73.4375	41.5625	17
1285	73.5625	41.5625	17
1286	73.6875	41.5625	17
1287	73.8125	41.5625	17
1288	73.9375	41.5625	17
1289	74.0625	41.5625	17
1290	74.1875	41.5625	17
1291	74.3125	41.5625	17
1292	74.4375	41.5625	17
1293	74.5625	41.5625	17
1294	74.6875	41.5625	17
1295	74.8125	41.5625	17
1296	74.9375	41.5625	17
1297	75.0625	41.5625	17
1298	75.1875	41.5625	17
1299	75.3125	41.5625	17
1300	75.4375	41.5625	17
1301	75.5625	41.5625	17
1302	75.6875	41.5625	17
1303	75.8125	41.5625	17
1304	75.9375	41.5625	17
1305	76.0625	41.5625	17
1306	76.1875	41.5625	17
1307	76.3125	41.5625	17
1308	76.4375	41.5625	17
1309	76.5625	41.5625	17
1310	76.6875	41.5625	17
1311	76.8125	41.5625	17
1312	76.9375	41.5625	17
1313	77.0625	41.5625	17
1314	77.1875	41.5625	24
1315	77.3125	41.5625	24
1316	77.4375	41.5625	17
1317	77.5625	41.5625	17
1318	77.6875	41.5625	17
1319	77.8125	41.5625	17
1320	77.9375	41.5625	17
1321	78.0625	41.5625	17
1322	78.1875	41.5625	20
1323	67.3125	41.4375	16
1324	67.4375	41.4375	16
1325	67.5625	41.4375	16
1326	67.6875	41.4375	16
1327	67.8125	41.4375	16
1328	67.9375	41.4375	16
1329	68.0625	41.4375	17
1330	68.1875	41.4375	16
1331	68.3125	41.4375	17
1332	68.4375	41.4375	17
1333	68.5625	41.4375	17
1334	68.6875	41.4375	17
1335	68.8125	41.4375	17
1336	68.9375	41.4375	9
1337	69.0625	41.4375	9
1338	69.1875	41.4375	9
1339	69.3125	41.4375	9
1340	69.4375	41.4375	9
1341	69.5625	41.4375	17
1342	69.6875	41.4375	17
1343	69.8125	41.4375	17
1344	69.9375	41.4375	17
1345	70.0625	41.4375	17
1346	70.1875	41.4375	17
1347	70.3125	41.4375	17
1348	70.4375	41.4375	17
1349	70.5625	41.4375	17
1350	70.6875	41.4375	17
1351	70.8125	41.4375	17
1352	70.9375	41.4375	17
1353	71.0625	41.4375	17
1354	71.1875	41.4375	17
1355	71.3125	41.4375	17
1356	71.4375	41.4375	17
1357	71.5625	41.4375	17
1358	71.6875	41.4375	17
1359	71.8125	41.4375	17
1360	71.9375	41.4375	17
1361	72.0625	41.4375	17
1362	72.1875	41.4375	17
1363	72.3125	41.4375	17
1364	72.4375	41.4375	17
1365	72.5625	41.4375	17
1366	72.6875	41.4375	17
1367	72.8125	41.4375	17
1368	72.9375	41.4375	17
1369	73.0625	41.4375	17
1370	73.1875	41.4375	17
1371	73.3125	41.4375	17
1372	73.4375	41.4375	17
1373	73.5625	41.4375	17
1374	73.6875	41.4375	17
1375	73.8125	41.4375	17
1376	73.9375	41.4375	17
1377	74.0625	41.4375	17
1378	74.1875	41.4375	17
1379	74.3125	41.4375	17
1380	74.4375	41.4375	17
1381	74.5625	41.4375	17
1382	74.6875	41.4375	17
1383	74.8125	41.4375	17
1384	74.9375	41.4375	17
1385	75.0625	41.4375	17
1386	75.1875	41.4375	17
1387	75.3125	41.4375	17
1388	75.4375	41.4375	17
1389	75.5625	41.4375	17
1390	75.6875	41.4375	17
1391	75.8125	41.4375	17
1392	75.9375	41.4375	17
1393	76.0625	41.4375	17
1394	76.1875	41.4375	17
1395	76.3125	41.4375	17
1396	76.4375	41.4375	17
1397	76.5625	41.4375	17
1398	76.6875	41.4375	17
1399	76.8125	41.4375	17
1400	76.9375	41.4375	17
1401	77.0625	41.4375	17
1402	77.1875	41.4375	17
1403	77.3125	41.4375	17
1404	77.4375	41.4375	20
1405	77.5625	41.4375	20
1406	77.6875	41.4375	24
1407	77.8125	41.4375	20
1408	77.9375	41.4375	20
1409	78.0625	41.4375	20
1410	66.0625	41.3125	16
1411	66.3125	41.3125	16
1412	66.4375	41.3125	16
1413	66.5625	41.3125	16
1414	66.6875	41.3125	16
1415	66.8125	41.3125	16
1416	66.9375	41.3125	16
1417	67.0625	41.3125	16
1418	67.1875	41.3125	16
1419	67.3125	41.3125	16
1420	67.4375	41.3125	16
1421	67.5625	41.3125	16
1422	67.6875	41.3125	16
1423	67.8125	41.3125	16
1424	67.9375	41.3125	16
1425	68.0625	41.3125	17
1426	68.1875	41.3125	16
1427	68.3125	41.3125	16
1428	68.4375	41.3125	17
1429	68.5625	41.3125	17
1430	68.6875	41.3125	17
1431	68.8125	41.3125	17
1432	68.9375	41.3125	9
1433	69.0625	41.3125	9
1434	69.1875	41.3125	10
1435	69.3125	41.3125	10
1436	69.4375	41.3125	17
1437	69.5625	41.3125	17
1438	69.6875	41.3125	17
1439	69.8125	41.3125	17
1440	69.9375	41.3125	17
1441	70.0625	41.3125	17
1442	70.1875	41.3125	17
1443	70.3125	41.3125	17
1444	70.4375	41.3125	17
1445	70.5625	41.3125	17
1446	70.6875	41.3125	17
1447	70.8125	41.3125	17
1448	70.9375	41.3125	17
1449	71.0625	41.3125	17
1450	71.1875	41.3125	17
1451	71.3125	41.3125	17
1452	71.4375	41.3125	16
1453	71.5625	41.3125	17
1454	71.6875	41.3125	9
1455	71.8125	41.3125	9
1456	71.9375	41.3125	17
1457	72.0625	41.3125	17
1458	72.1875	41.3125	16
1459	72.3125	41.3125	17
1460	72.4375	41.3125	17
1461	72.5625	41.3125	17
1462	72.6875	41.3125	17
1463	72.8125	41.3125	17
1464	72.9375	41.3125	17
1465	73.0625	41.3125	14
1466	73.1875	41.3125	17
1467	73.3125	41.3125	17
1468	73.4375	41.3125	17
1469	73.5625	41.3125	17
1470	73.6875	41.3125	17
1471	73.8125	41.3125	17
1472	73.9375	41.3125	17
1473	74.0625	41.3125	17
1474	74.1875	41.3125	17
1475	74.3125	41.3125	17
1476	74.4375	41.3125	17
1477	74.5625	41.3125	17
1478	74.6875	41.3125	17
1479	74.8125	41.3125	17
1480	74.9375	41.3125	17
1481	75.0625	41.3125	17
1482	75.1875	41.3125	17
1483	75.3125	41.3125	17
1484	75.4375	41.3125	17
1485	75.5625	41.3125	17
1486	75.6875	41.3125	17
1487	75.8125	41.3125	17
1488	75.9375	41.3125	17
1489	76.0625	41.3125	17
1490	76.1875	41.3125	17
1491	76.3125	41.3125	17
1492	76.4375	41.3125	17
1493	76.5625	41.3125	17
1494	76.6875	41.3125	17
1495	76.8125	41.3125	17
1496	76.9375	41.3125	17
1497	77.0625	41.3125	17
1498	77.1875	41.3125	17
1499	77.3125	41.3125	24
1500	77.4375	41.3125	17
1501	77.5625	41.3125	24
1502	77.6875	41.3125	24
1503	77.8125	41.3125	24
1504	65.6875	41.1875	16
1505	65.8125	41.1875	16
1506	65.9375	41.1875	16
1507	66.0625	41.1875	16
1508	66.1875	41.1875	16
1509	66.3125	41.1875	16
1510	66.4375	41.1875	16
1511	66.5625	41.1875	16
1512	66.6875	41.1875	16
1513	66.8125	41.1875	16
1514	66.9375	41.1875	16
1515	67.0625	41.1875	16
1516	67.1875	41.1875	16
1517	67.3125	41.1875	16
1518	67.4375	41.1875	16
1519	67.5625	41.1875	16
1520	67.6875	41.1875	16
1521	67.8125	41.1875	16
1522	67.9375	41.1875	25
1523	68.0625	41.1875	25
1524	68.1875	41.1875	25
1525	68.3125	41.1875	17
1526	68.4375	41.1875	16
1527	68.5625	41.1875	17
1528	68.6875	41.1875	17
1529	68.8125	41.1875	9
1530	68.9375	41.1875	9
1531	69.0625	41.1875	9
1532	69.1875	41.1875	17
1533	69.3125	41.1875	17
1534	69.4375	41.1875	17
1535	69.5625	41.1875	17
1536	69.6875	41.1875	17
1537	69.8125	41.1875	17
1538	69.9375	41.1875	17
1539	70.0625	41.1875	17
1540	70.1875	41.1875	17
1541	70.3125	41.1875	17
1542	70.4375	41.1875	17
1543	70.5625	41.1875	17
1544	70.6875	41.1875	17
1545	70.8125	41.1875	17
1546	70.9375	41.1875	17
1547	71.0625	41.1875	17
1548	71.1875	41.1875	16
1549	71.3125	41.1875	16
1550	71.4375	41.1875	9
1551	71.5625	41.1875	9
1552	71.6875	41.1875	9
1553	71.8125	41.1875	9
1554	71.9375	41.1875	16
1555	72.0625	41.1875	16
1556	72.1875	41.1875	16
1557	72.3125	41.1875	17
1558	72.4375	41.1875	17
1559	72.5625	41.1875	17
1560	72.6875	41.1875	17
1561	72.8125	41.1875	17
1562	72.9375	41.1875	17
1563	73.0625	41.1875	17
1564	73.1875	41.1875	17
1565	73.3125	41.1875	17
1566	73.4375	41.1875	17
1567	73.5625	41.1875	17
1568	73.6875	41.1875	17
1569	73.8125	41.1875	17
1570	73.9375	41.1875	17
1571	74.0625	41.1875	17
1572	74.1875	41.1875	17
1573	74.3125	41.1875	17
1574	74.4375	41.1875	17
1575	74.5625	41.1875	17
1576	74.6875	41.1875	17
1577	74.8125	41.1875	17
1578	74.9375	41.1875	17
1579	75.0625	41.1875	17
1580	75.1875	41.1875	17
1581	75.3125	41.1875	17
1582	75.4375	41.1875	17
1583	75.5625	41.1875	17
1584	75.6875	41.1875	17
1585	75.8125	41.1875	17
1586	75.9375	41.1875	17
1587	76.0625	41.1875	17
1588	76.1875	41.1875	17
1589	76.3125	41.1875	17
1590	76.4375	41.1875	17
1591	76.5625	41.1875	17
1592	76.6875	41.1875	17
1593	76.8125	41.1875	17
1594	76.9375	41.1875	17
1595	77.0625	41.1875	17
1596	77.1875	41.1875	16
1597	77.3125	41.1875	16
1598	77.4375	41.1875	16
1599	65.6875	41.0625	16
1600	65.8125	41.0625	16
1601	65.9375	41.0625	16
1602	66.0625	41.0625	16
1603	66.1875	41.0625	25
1604	66.3125	41.0625	25
1605	66.4375	41.0625	25
1606	66.5625	41.0625	16
1607	66.6875	41.0625	16
1608	66.8125	41.0625	16
1609	66.9375	41.0625	16
1610	67.0625	41.0625	16
1611	67.1875	41.0625	16
1612	67.3125	41.0625	16
1613	67.4375	41.0625	16
1614	67.5625	41.0625	16
1615	67.6875	41.0625	16
1616	67.8125	41.0625	16
1617	67.9375	41.0625	16
1618	68.0625	41.0625	25
1619	68.1875	41.0625	25
1620	68.3125	41.0625	25
1621	68.4375	41.0625	15
1622	68.5625	41.0625	17
1623	68.6875	41.0625	17
1624	68.8125	41.0625	9
1625	68.9375	41.0625	9
1626	69.0625	41.0625	17
1627	69.1875	41.0625	17
1628	69.3125	41.0625	17
1629	69.4375	41.0625	17
1630	69.5625	41.0625	17
1631	69.6875	41.0625	17
1632	69.8125	41.0625	17
1633	69.9375	41.0625	17
1634	70.0625	41.0625	17
1635	70.1875	41.0625	17
1636	70.3125	41.0625	17
1637	70.4375	41.0625	17
1638	70.5625	41.0625	17
1639	70.6875	41.0625	17
1640	70.8125	41.0625	17
1641	70.9375	41.0625	16
1642	71.0625	41.0625	16
1643	71.1875	41.0625	17
1644	71.3125	41.0625	9
1645	71.4375	41.0625	16
1646	71.5625	41.0625	9
1647	71.6875	41.0625	9
1648	71.8125	41.0625	9
1649	71.9375	41.0625	9
1650	72.0625	41.0625	9
1651	72.1875	41.0625	9
1652	72.3125	41.0625	17
1653	72.4375	41.0625	17
1654	72.5625	41.0625	17
1655	72.6875	41.0625	17
1656	72.8125	41.0625	9
1657	72.9375	41.0625	17
1658	73.0625	41.0625	17
1659	73.1875	41.0625	17
1660	73.3125	41.0625	17
1661	73.4375	41.0625	17
1662	73.5625	41.0625	17
1663	73.6875	41.0625	17
1664	73.8125	41.0625	17
1665	73.9375	41.0625	17
1666	74.0625	41.0625	17
1667	74.1875	41.0625	17
1668	74.3125	41.0625	17
1669	74.4375	41.0625	17
1670	74.5625	41.0625	17
1671	74.6875	41.0625	17
1672	74.8125	41.0625	17
1673	74.9375	41.0625	17
1674	75.0625	41.0625	17
1675	75.1875	41.0625	17
1676	75.3125	41.0625	17
1677	75.4375	41.0625	17
1678	75.5625	41.0625	17
1679	75.6875	41.0625	17
1680	75.8125	41.0625	17
1681	75.9375	41.0625	17
1682	76.0625	41.0625	24
1683	76.1875	41.0625	17
1684	76.3125	41.0625	17
1685	76.4375	41.0625	17
1686	65.6875	40.9375	16
1687	65.8125	40.9375	16
1688	65.9375	40.9375	16
1689	66.0625	40.9375	25
1690	66.1875	40.9375	25
1691	66.3125	40.9375	25
1692	66.4375	40.9375	25
1693	66.5625	40.9375	25
1694	66.6875	40.9375	25
1695	66.8125	40.9375	25
1696	66.9375	40.9375	25
1697	67.0625	40.9375	25
1698	67.1875	40.9375	25
1699	67.3125	40.9375	16
1700	67.4375	40.9375	16
1701	67.5625	40.9375	16
1702	67.6875	40.9375	16
1703	67.8125	40.9375	16
1704	67.9375	40.9375	25
1705	68.0625	40.9375	9
1706	68.1875	40.9375	9
1707	68.3125	40.9375	9
1708	68.4375	40.9375	9
1709	68.5625	40.9375	9
1710	68.6875	40.9375	17
1711	68.8125	40.9375	17
1712	68.9375	40.9375	17
1713	69.0625	40.9375	17
1714	69.1875	40.9375	9
1715	69.3125	40.9375	9
1716	69.4375	40.9375	9
1717	69.5625	40.9375	17
1718	69.6875	40.9375	17
1719	69.8125	40.9375	17
1720	69.9375	40.9375	17
1721	70.0625	40.9375	17
1722	70.1875	40.9375	17
1723	70.3125	40.9375	17
1724	70.4375	40.9375	17
1725	70.5625	40.9375	16
1726	70.6875	40.9375	16
1727	70.8125	40.9375	16
1728	70.9375	40.9375	16
1729	71.0625	40.9375	16
1730	71.1875	40.9375	9
1731	71.3125	40.9375	9
1732	71.4375	40.9375	9
1733	71.5625	40.9375	9
1734	71.6875	40.9375	17
1735	71.8125	40.9375	17
1736	71.9375	40.9375	17
1737	72.0625	40.9375	17
1738	72.1875	40.9375	17
1739	72.3125	40.9375	17
1740	72.4375	40.9375	17
1741	72.5625	40.9375	17
1742	72.6875	40.9375	17
1743	72.8125	40.9375	17
1744	72.9375	40.9375	17
1745	73.0625	40.9375	17
1746	73.1875	40.9375	17
1747	73.3125	40.9375	17
1748	73.4375	40.9375	17
1749	73.5625	40.9375	17
1750	73.6875	40.9375	17
1751	73.8125	40.9375	17
1752	73.9375	40.9375	17
1753	74.0625	40.9375	17
1754	74.1875	40.9375	17
1755	74.3125	40.9375	17
1756	74.4375	40.9375	17
1757	74.5625	40.9375	17
1758	74.6875	40.9375	17
1759	74.8125	40.9375	17
1760	74.9375	40.9375	17
1761	75.0625	40.9375	17
1762	75.1875	40.9375	17
1763	75.3125	40.9375	17
1764	75.4375	40.9375	17
1765	75.5625	40.9375	17
1766	75.6875	40.9375	24
1767	75.8125	40.9375	24
1768	65.6875	40.8125	17
1769	65.8125	40.8125	16
1770	65.9375	40.8125	16
1771	66.0625	40.8125	16
1772	66.1875	40.8125	16
1773	66.3125	40.8125	16
1774	66.4375	40.8125	16
1775	66.5625	40.8125	16
1776	66.6875	40.8125	16
1777	66.8125	40.8125	16
1778	66.9375	40.8125	25
1779	67.0625	40.8125	25
1780	67.1875	40.8125	25
1781	67.3125	40.8125	25
1782	67.4375	40.8125	25
1783	67.5625	40.8125	25
1784	67.6875	40.8125	16
1785	67.8125	40.8125	17
1786	67.9375	40.8125	17
1787	68.0625	40.8125	9
1788	68.1875	40.8125	9
1789	68.3125	40.8125	9
1790	68.4375	40.8125	9
1791	68.5625	40.8125	9
1792	68.6875	40.8125	17
1793	68.8125	40.8125	17
1794	68.9375	40.8125	17
1795	69.0625	40.8125	17
1796	69.1875	40.8125	17
1797	69.3125	40.8125	9
1798	69.4375	40.8125	17
1799	69.5625	40.8125	17
1800	69.6875	40.8125	17
1801	69.8125	40.8125	17
1802	69.9375	40.8125	17
1803	70.0625	40.8125	17
1804	70.1875	40.8125	17
1805	70.3125	40.8125	17
1806	70.4375	40.8125	16
1807	70.5625	40.8125	16
1808	70.6875	40.8125	16
1809	70.8125	40.8125	16
1810	70.9375	40.8125	17
1811	71.0625	40.8125	17
1812	71.1875	40.8125	17
1813	71.3125	40.8125	17
1814	71.4375	40.8125	17
1815	71.5625	40.8125	17
1816	71.6875	40.8125	17
1817	71.8125	40.8125	17
1818	71.9375	40.8125	17
1819	72.0625	40.8125	17
1820	72.1875	40.8125	17
1821	72.3125	40.8125	17
1822	72.4375	40.8125	17
1823	72.5625	40.8125	17
1824	72.6875	40.8125	17
1825	72.8125	40.8125	17
1826	72.9375	40.8125	17
1827	73.0625	40.8125	17
1828	73.1875	40.8125	17
1829	73.3125	40.8125	17
1830	73.4375	40.8125	17
1831	73.5625	40.8125	17
1832	73.6875	40.8125	17
1833	73.8125	40.8125	17
1834	73.9375	40.8125	17
1835	74.0625	40.8125	17
1836	74.1875	40.8125	17
1837	74.3125	40.8125	17
1838	74.4375	40.8125	17
1839	74.5625	40.8125	17
1840	74.6875	40.8125	17
1841	74.8125	40.8125	17
1842	74.9375	40.8125	17
1843	75.0625	40.8125	17
1844	75.1875	40.8125	17
1845	75.3125	40.8125	17
1846	75.4375	40.8125	17
1847	75.5625	40.8125	17
1848	65.8125	40.6875	16
1849	65.9375	40.6875	16
1850	66.0625	40.6875	17
1851	66.1875	40.6875	17
1852	66.3125	40.6875	17
1853	66.4375	40.6875	17
1854	66.5625	40.6875	17
1855	66.6875	40.6875	16
1856	66.8125	40.6875	16
1857	66.9375	40.6875	16
1858	67.0625	40.6875	16
1859	67.1875	40.6875	16
1860	67.3125	40.6875	25
1861	67.4375	40.6875	25
1862	67.5625	40.6875	25
1863	67.6875	40.6875	16
1864	67.8125	40.6875	16
1865	67.9375	40.6875	9
1866	68.0625	40.6875	9
1867	68.1875	40.6875	9
1868	68.3125	40.6875	9
1869	68.4375	40.6875	9
1870	68.5625	40.6875	9
1871	68.6875	40.6875	17
1872	68.8125	40.6875	17
1873	68.9375	40.6875	17
1874	69.0625	40.6875	17
1875	69.1875	40.6875	9
1876	69.3125	40.6875	9
1877	69.4375	40.6875	17
1878	69.5625	40.6875	17
1879	69.6875	40.6875	17
1880	69.8125	40.6875	17
1881	69.9375	40.6875	17
1882	70.0625	40.6875	17
1883	70.1875	40.6875	16
1884	70.3125	40.6875	16
1885	70.4375	40.6875	16
1886	70.5625	40.6875	9
1887	70.6875	40.6875	9
1888	70.8125	40.6875	17
1889	70.9375	40.6875	17
1890	71.0625	40.6875	17
1891	71.1875	40.6875	17
1892	71.3125	40.6875	9
1893	71.4375	40.6875	16
1894	71.5625	40.6875	9
1895	71.6875	40.6875	17
1896	71.8125	40.6875	17
1897	71.9375	40.6875	17
1898	72.0625	40.6875	17
1899	72.1875	40.6875	17
1900	72.3125	40.6875	17
1901	72.4375	40.6875	17
1902	72.5625	40.6875	17
1903	72.6875	40.6875	17
1904	72.8125	40.6875	17
1905	72.9375	40.6875	9
1906	73.0625	40.6875	9
1907	73.1875	40.6875	17
1908	73.3125	40.6875	17
1909	73.4375	40.6875	17
1910	73.5625	40.6875	17
1911	73.6875	40.6875	17
1912	73.8125	40.6875	17
1913	73.9375	40.6875	17
1914	74.0625	40.6875	17
1915	74.1875	40.6875	17
1916	74.3125	40.6875	17
1917	74.4375	40.6875	17
1918	74.5625	40.6875	17
1919	74.6875	40.6875	17
1920	74.8125	40.6875	17
1921	74.9375	40.6875	17
1922	75.0625	40.6875	17
1923	75.1875	40.6875	17
1924	75.3125	40.6875	25
1925	66.0625	40.5625	17
1926	66.3125	40.5625	17
1927	66.4375	40.5625	17
