62.250	46.750	1	66
62.750	46.750	2	77
63.250	46.750	3	110
63.750	46.750	4	143
64.250	46.750	5	132
60.750	46.250	6	28
61.250	46.250	7	40
61.750	46.250	8	64
62.250	46.250	9	66
62.750	46.250	10	82
63.250	46.250	11	97
63.750	46.250	12	115
64.250	46.250	13	144
64.750	46.250	14	152
61.250	45.750	15	49
61.750	45.750	16	57
62.250	45.750	17	65
62.750	45.750	18	80
63.250	45.750	19	94
63.750	45.750	20	96
64.250	45.750	21	107
64.750	45.750	22	112
65.250	45.750	23	136
65.750	45.750	24	128
66.250	45.750	25	104
66.750	45.750	26	153
62.750	45.250	27	79
63.250	45.250	28	88
63.750	45.250	29	95
64.250	45.250	30	99
64.750	45.250	31	106
65.250	45.250	32	113
65.750	45.250	33	119
66.250	45.250	34	128
66.750	45.250	35	130
64.750	44.750	36	111
65.250	44.750	37	118
65.750	44.750	38	125
66.250	44.750	39	132
66.750	44.750	40	140
67.250	44.750	41	229
65.750	44.250	42	135
66.250	44.250	43	139
66.750	44.250	44	156
67.250	44.250	45	289
67.750	44.250	46	487
68.250	44.250	47	347
66.250	43.750	48	153
66.750	43.750	49	153
67.250	43.750	50	171
67.750	43.750	51	371
68.250	43.750	52	725
68.750	43.750	53	851
69.250	43.750	54	486
66.750	43.250	55	179
67.250	43.250	56	172
67.750	43.250	57	179
68.250	43.250	58	218
68.750	43.250	59	335
69.250	43.250	60	489
69.750	43.250	61	775
70.250	43.250	62	736
66.750	42.750	63	180
67.250	42.750	64	182
67.750	42.750	65	188
68.250	42.750	66	191
68.750	42.750	67	217
69.250	42.750	68	310
69.750	42.750	69	594
70.250	42.750	70	979
70.750	42.750	71	998
67.250	42.250	72	213
67.750	42.250	73	216
68.250	42.250	74	213
68.750	42.250	75	288
69.250	42.250	76	411
69.750	42.250	77	742
70.250	42.250	78	1707
70.750	42.250	79	2749
71.250	42.250	80	2841
71.750	42.250	81	2570
72.250	42.250	82	2418
72.750	42.250	83	2703
73.250	42.250	84	3013
73.750	42.250	85	2947
74.250	42.250	86	3025
74.750	42.250	87	3132
75.250	42.250	88	2936
77.750	42.250	89	2174
78.250	42.250	90	2967
67.250	41.750	91	262
67.750	41.750	92	234
68.250	41.750	93	285
68.750	41.750	94	407
69.250	41.750	95	574
69.750	41.750	96	1155
70.250	41.750	97	2048
70.750	41.750	98	2486
71.250	41.750	99	2627
71.750	41.750	100	2279
72.250	41.750	101	1998
72.750	41.750	102	1608
73.250	41.750	103	1882
73.750	41.750	104	2500
74.250	41.750	105	2512
74.750	41.750	106	2719
75.250	41.750	107	2990
75.750	41.750	108	2826
76.250	41.750	109	3168
76.750	41.750	110	3396
77.250	41.750	111	3675
77.750	41.750	112	3703
78.250	41.750	113	3887
65.750	41.250	114	254
66.250	41.250	115	246
66.750	41.250	116	263
67.250	41.250	117	290
67.750	41.250	118	274
68.250	41.250	119	262
68.750	41.250	120	317
69.250	41.250	121	419
69.750	41.250	122	1150
70.250	41.250	123	2139
70.750	41.250	124	2502
71.250	41.250	125	1400
71.750	41.250	126	911
72.250	41.250	127	948
72.750	41.250	128	1679
73.250	41.250	129	1853
73.750	41.250	130	2262
74.250	41.250	131	2274
74.750	41.250	132	2229
75.250	41.250	133	2369
75.750	41.250	134	2414
76.250	41.250	135	3059
76.750	41.250	136	3454
77.250	41.250	137	3863
77.750	41.250	138	3985
78.250	41.250	139	3627
65.750	40.750	140	405
66.250	40.750	141	535
66.750	40.750	142	482
67.250	40.750	143	255
67.750	40.750	144	248
68.250	40.750	145	261
68.750	40.750	146	265
69.250	40.750	147	396
69.750	40.750	148	1153
70.250	40.750	149	1445
70.750	40.750	150	644
71.250	40.750	151	423
71.750	40.750	152	421
72.250	40.750	153	511
72.750	40.750	154	777
73.250	40.750	155	1279
73.750	40.750	156	2128
74.250	40.750	157	3156
74.750	40.750	158	3420
75.250	40.750	159	3426
75.750	40.750	160	3641
66.750	40.250	161	928
67.250	40.250	162	798
67.750	40.250	163	401
68.250	40.250	164	335
68.750	40.250	165	377
69.250	40.250	166	448
69.750	40.250	167	679
70.250	40.250	168	793
70.750	40.250	169	772
71.250	40.250	170	960
71.750	40.250	171	991
72.250	40.250	172	1506
72.750	40.250	173	1966
73.250	40.250	174	2408
73.750	40.250	175	2992
74.250	40.250	176	3133
74.750	40.250	177	3692
75.250	40.250	178	3428
67.250	39.750	179	823
67.750	39.750	180	1329
68.250	39.750	181	1585
68.750	39.750	182	1837
69.250	39.750	183	1924
69.750	39.750	184	2447
70.250	39.750	185	2810
70.750	39.750	186	2749
71.250	39.750	187	3037
71.750	39.750	188	3456
72.250	39.750	189	3309
72.750	39.750	190	3470
73.250	39.750	191	3343
73.750	39.750	192	3628
68.750	39.250	193	2879
69.250	39.250	194	3143
70.750	39.250	195	2863
71.250	39.250	196	3105
