ID	X	Y	dem
987	68.4375	41.9375	340
988	68.5625	41.9375	361
989	68.6875	41.9375	366
990	68.8125	41.9375	409
991	68.9375	41.9375	454
992	69.0625	41.9375	532
993	69.1875	41.9375	585
994	69.3125	41.9375	651
995	69.4375	41.9375	730
996	69.5625	41.9375	811
997	69.6875	41.9375	874
998	69.8125	41.9375	1154
999	69.9375	41.9375	1620
1000	70.0625	41.9375	1710
1001	70.1875	41.9375	2443
1002	70.3125	41.9375	2258
1003	70.4375	41.9375	1834
1004	70.5625	41.9375	2486
1005	70.6875	41.9375	2880
1006	70.8125	41.9375	3292
1007	70.9375	41.9375	2749
1008	71.0625	41.9375	2754
1009	71.1875	41.9375	2854
1010	71.3125	41.9375	2198
1011	71.4375	41.9375	2260
1012	71.5625	41.9375	2708
1013	71.6875	41.9375	3343
1014	71.8125	41.9375	3226
1015	71.9375	41.9375	2525
1016	72.0625	41.9375	2552
1017	72.1875	41.9375	2541
1018	72.3125	41.9375	2443
1019	72.4375	41.9375	1872
1020	72.5625	41.9375	1311
1021	72.6875	41.9375	1403
1022	72.8125	41.9375	1520
1023	72.9375	41.9375	1384
1024	73.0625	41.9375	1717
1025	73.1875	41.9375	1664
1026	73.3125	41.9375	1868
1027	73.4375	41.9375	2363
1028	73.5625	41.9375	2193
1029	73.6875	41.9375	2649
1030	73.8125	41.9375	3391
1031	73.9375	41.9375	3336
1032	74.0625	41.9375	2843
1033	74.1875	41.9375	2387
1034	74.3125	41.9375	2423
1035	74.4375	41.9375	1891
1036	74.5625	41.9375	1839
1037	74.6875	41.9375	2027
1038	74.8125	41.9375	2139
1039	74.9375	41.9375	2598
1040	75.0625	41.9375	2926
1041	75.1875	41.9375	3066
1042	75.3125	41.9375	3266
1043	75.4375	41.9375	3314
1044	75.5625	41.9375	3033
1045	76.5625	41.9375	3653
1046	76.6875	41.9375	3942
1047	76.8125	41.9375	3939
1048	76.9375	41.9375	3617
1049	77.0625	41.9375	3583
1050	77.1875	41.9375	3800
1051	77.3125	41.9375	3771
1052	77.4375	41.9375	3811
1053	77.5625	41.9375	3782
1054	77.6875	41.9375	3751
1055	77.8125	41.9375	3924
1056	77.9375	41.9375	3970
1057	78.0625	41.9375	3849
1058	78.1875	41.9375	3832
1059	78.3125	41.9375	4202
1060	67.4375	41.8125	257
1061	67.5625	41.8125	239
1062	67.6875	41.8125	228
1063	67.8125	41.8125	222
1064	67.9375	41.8125	219
1065	68.0625	41.8125	217
1066	68.1875	41.8125	261
1067	68.3125	41.8125	325
1068	68.4375	41.8125	352
1069	68.5625	41.8125	398
1070	68.6875	41.8125	437
1071	68.8125	41.8125	472
1072	68.9375	41.8125	509
1073	69.0625	41.8125	501
1074	69.1875	41.8125	573
1075	69.3125	41.8125	713
1076	69.4375	41.8125	650
1077	69.5625	41.8125	774
1078	69.6875	41.8125	1007
1079	69.8125	41.8125	1444
1080	69.9375	41.8125	1692
1081	70.0625	41.8125	2040
1082	70.1875	41.8125	2118
1083	70.3125	41.8125	1862
1084	70.4375	41.8125	2743
1085	70.5625	41.8125	2859
1086	70.6875	41.8125	2630
1087	70.8125	41.8125	2253
1088	70.9375	41.8125	2311
1089	71.0625	41.8125	2495
1090	71.1875	41.8125	2115
1091	71.3125	41.8125	2525
1092	71.4375	41.8125	3219
1093	71.5625	41.8125	3389
1094	71.6875	41.8125	3053
1095	71.8125	41.8125	2259
1096	71.9375	41.8125	1764
1097	72.0625	41.8125	1699
1098	72.1875	41.8125	2468
1099	72.3125	41.8125	2671
1100	72.4375	41.8125	2797
1101	72.5625	41.8125	2230
1102	72.6875	41.8125	1382
1103	72.8125	41.8125	883
1104	72.9375	41.8125	916
1105	73.0625	41.8125	1012
1106	73.1875	41.8125	1058
1107	73.3125	41.8125	1512
1108	73.4375	41.8125	1646
1109	73.5625	41.8125	1742
1110	73.6875	41.8125	2214
1111	73.8125	41.8125	2335
1112	73.9375	41.8125	2445
1113	74.0625	41.8125	2796
1114	74.1875	41.8125	2792
1115	74.3125	41.8125	1994
1116	74.4375	41.8125	2272
1117	74.5625	41.8125	2551
1118	74.6875	41.8125	2659
1119	74.8125	41.8125	2939
1120	74.9375	41.8125	3174
1121	75.0625	41.8125	3009
1122	75.1875	41.8125	3002
1123	75.3125	41.8125	3022
1124	75.4375	41.8125	3194
1125	75.5625	41.8125	3340
1126	75.6875	41.8125	3154
1127	75.8125	41.8125	3184
1128	75.9375	41.8125	3348
1129	76.0625	41.8125	3286
1130	76.1875	41.8125	3212
1131	76.3125	41.8125	3238
1132	76.4375	41.8125	3238
1133	76.5625	41.8125	3371
1134	76.6875	41.8125	3350
1135	76.8125	41.8125	3297
1136	76.9375	41.8125	3565
1137	77.0625	41.8125	3278
1138	77.1875	41.8125	3491
1139	77.3125	41.8125	3681
1140	77.4375	41.8125	3776
1141	77.5625	41.8125	3839
1142	77.6875	41.8125	3970
1143	77.8125	41.8125	3913
1144	77.9375	41.8125	3886
1145	78.0625	41.8125	3679
1146	78.1875	41.8125	4147
1147	78.3125	41.8125	4377
1148	67.4375	41.6875	270
1149	67.5625	41.6875	258
1150	67.6875	41.6875	241
1151	67.8125	41.6875	232
1152	67.9375	41.6875	224
1153	68.0625	41.6875	240
1154	68.1875	41.6875	288
1155	68.3125	41.6875	313
1156	68.4375	41.6875	329
1157	68.5625	41.6875	375
1158	68.6875	41.6875	411
1159	68.8125	41.6875	418
1160	68.9375	41.6875	421
1161	69.0625	41.6875	477
1162	69.1875	41.6875	576
1163	69.3125	41.6875	592
1164	69.4375	41.6875	599
1165	69.5625	41.6875	953
1166	69.6875	41.6875	1501
1167	69.8125	41.6875	1697
1168	69.9375	41.6875	1241
1169	70.0625	41.6875	1293
1170	70.1875	41.6875	1858
1171	70.3125	41.6875	2381
1172	70.4375	41.6875	2131
1173	70.5625	41.6875	1955
1174	70.6875	41.6875	1761
1175	70.8125	41.6875	1764
1176	70.9375	41.6875	2135
1177	71.0625	41.6875	2581
1178	71.1875	41.6875	2737
1179	71.3125	41.6875	3281
1180	71.4375	41.6875	3003
1181	71.5625	41.6875	2481
1182	71.6875	41.6875	1995
1183	71.8125	41.6875	1596
1184	71.9375	41.6875	1288
1185	72.0625	41.6875	1293
1186	72.1875	41.6875	1866
1187	72.3125	41.6875	2250
1188	72.4375	41.6875	2118
1189	72.5625	41.6875	1614
1190	72.6875	41.6875	1330
1191	72.8125	41.6875	1614
1192	72.9375	41.6875	1805
1193	73.0625	41.6875	1812
1194	73.1875	41.6875	1443
1195	73.3125	41.6875	1642
1196	73.4375	41.6875	1767
1197	73.5625	41.6875	2374
1198	73.6875	41.6875	2281
1199	73.8125	41.6875	1927
1200	73.9375	41.6875	1803
1201	74.0625	41.6875	2114
1202	74.1875	41.6875	2094
1203	74.3125	41.6875	2057
1204	74.4375	41.6875	2620
1205	74.5625	41.6875	3121
1206	74.6875	41.6875	3310
1207	74.8125	41.6875	3343
1208	74.9375	41.6875	3217
1209	75.0625	41.6875	3034
1210	75.1875	41.6875	3244
1211	75.3125	41.6875	3362
1212	75.4375	41.6875	3036
1213	75.5625	41.6875	2849
1214	75.6875	41.6875	2814
1215	75.8125	41.6875	2662
1216	75.9375	41.6875	2779
1217	76.0625	41.6875	3200
1218	76.1875	41.6875	3615
1219	76.3125	41.6875	3583
1220	76.4375	41.6875	3206
1221	76.5625	41.6875	3016
1222	76.6875	41.6875	2992
1223	76.8125	41.6875	2920
1224	76.9375	41.6875	3106
1225	77.0625	41.6875	3516
1226	77.1875	41.6875	3726
1227	77.3125	41.6875	3723
1228	77.4375	41.6875	3797
1229	77.5625	41.6875	3982
1230	77.6875	41.6875	3621
1231	77.8125	41.6875	3436
1232	77.9375	41.6875	3587
1233	78.0625	41.6875	3814
1234	78.1875	41.6875	3880
1235	78.3125	41.6875	3842
1236	67.4375	41.5625	282
1237	67.5625	41.5625	275
1238	67.6875	41.5625	260
1239	67.8125	41.5625	243
1240	67.9375	41.5625	231
1241	68.0625	41.5625	230
1242	68.1875	41.5625	279
1243	68.3125	41.5625	297
1244	68.4375	41.5625	344
1245	68.5625	41.5625	370
1246	68.6875	41.5625	349
1247	68.8125	41.5625	365
1248	68.9375	41.5625	397
1249	69.0625	41.5625	438
1250	69.1875	41.5625	500
1251	69.3125	41.5625	499
1252	69.4375	41.5625	569
1253	69.5625	41.5625	769
1254	69.6875	41.5625	790
1255	69.8125	41.5625	871
1256	69.9375	41.5625	1286
1257	70.0625	41.5625	1486
1258	70.1875	41.5625	1787
1259	70.3125	41.5625	2073
1260	70.4375	41.5625	2755
1261	70.5625	41.5625	2760
1262	70.6875	41.5625	2316
1263	70.8125	41.5625	2682
1264	70.9375	41.5625	2946
1265	71.0625	41.5625	2669
1266	71.1875	41.5625	2415
1267	71.3125	41.5625	2866
1268	71.4375	41.5625	2066
1269	71.5625	41.5625	1876
1270	71.6875	41.5625	1607
1271	71.8125	41.5625	1498
1272	71.9375	41.5625	1859
1273	72.0625	41.5625	1396
1274	72.1875	41.5625	1034
1275	72.3125	41.5625	1536
1276	72.4375	41.5625	1430
1277	72.5625	41.5625	1382
1278	72.6875	41.5625	1751
1279	72.8125	41.5625	2305
1280	72.9375	41.5625	2897
1281	73.0625	41.5625	2587
1282	73.1875	41.5625	2525
1283	73.3125	41.5625	2609
1284	73.4375	41.5625	2888
1285	73.5625	41.5625	3419
1286	73.6875	41.5625	3147
1287	73.8125	41.5625	2729
1288	73.9375	41.5625	2015
1289	74.0625	41.5625	2869
1290	74.1875	41.5625	3083
1291	74.3125	41.5625	2881
1292	74.4375	41.5625	3074
1293	74.5625	41.5625	2839
1294	74.6875	41.5625	2811
1295	74.8125	41.5625	2526
1296	74.9375	41.5625	2410
1297	75.0625	41.5625	2240
1298	75.1875	41.5625	2482
1299	75.3125	41.5625	2713
1300	75.4375	41.5625	2929
1301	75.5625	41.5625	2792
1302	75.6875	41.5625	2404
1303	75.8125	41.5625	2189
1304	75.9375	41.5625	2372
1305	76.0625	41.5625	2938
1306	76.1875	41.5625	3082
1307	76.3125	41.5625	3050
1308	76.4375	41.5625	2749
1309	76.5625	41.5625	3124
1310	76.6875	41.5625	3383
1311	76.8125	41.5625	3503
1312	76.9375	41.5625	3566
1313	77.0625	41.5625	3641
1314	77.1875	41.5625	3835
1315	77.3125	41.5625	3796
1316	77.4375	41.5625	3585
1317	77.5625	41.5625	3376
1318	77.6875	41.5625	3300
1319	77.8125	41.5625	3396
1320	77.9375	41.5625	3520
1321	78.0625	41.5625	3683
1322	78.1875	41.5625	3782
1323	67.3125	41.4375	295
1324	67.4375	41.4375	295
1325	67.5625	41.4375	288
1326	67.6875	41.4375	276
1327	67.8125	41.4375	261
1328	67.9375	41.4375	241
1329	68.0625	41.4375	224
1330	68.1875	41.4375	256
1331	68.3125	41.4375	298
1332	68.4375	41.4375	326
1333	68.5625	41.4375	334
1334	68.6875	41.4375	321
1335	68.8125	41.4375	335
1336	68.9375	41.4375	356
1337	69.0625	41.4375	390
1338	69.1875	41.4375	438
1339	69.3125	41.4375	490
1340	69.4375	41.4375	560
1341	69.5625	41.4375	594
1342	69.6875	41.4375	786
1343	69.8125	41.4375	1170
1344	69.9375	41.4375	1596
1345	70.0625	41.4375	2324
1346	70.1875	41.4375	1786
1347	70.3125	41.4375	2295
1348	70.4375	41.4375	2982
1349	70.5625	41.4375	3228
1350	70.6875	41.4375	3008
1351	70.8125	41.4375	2985
1352	70.9375	41.4375	2652
1353	71.0625	41.4375	2267
1354	71.1875	41.4375	1949
1355	71.3125	41.4375	1820
1356	71.4375	41.4375	1396
1357	71.5625	41.4375	1343
1358	71.6875	41.4375	1260
1359	71.8125	41.4375	1303
1360	71.9375	41.4375	1446
1361	72.0625	41.4375	1161
1362	72.1875	41.4375	824
1363	72.3125	41.4375	1080
1364	72.4375	41.4375	2002
1365	72.5625	41.4375	2295
1366	72.6875	41.4375	2522
1367	72.8125	41.4375	3027
1368	72.9375	41.4375	3134
1369	73.0625	41.4375	1959
1370	73.1875	41.4375	2082
1371	73.3125	41.4375	2544
1372	73.4375	41.4375	2930
1373	73.5625	41.4375	2611
1374	73.6875	41.4375	2277
1375	73.8125	41.4375	1856
1376	73.9375	41.4375	1513
1377	74.0625	41.4375	1569
1378	74.1875	41.4375	1705
1379	74.3125	41.4375	2031
1380	74.4375	41.4375	1940
1381	74.5625	41.4375	1927
1382	74.6875	41.4375	1923
1383	74.8125	41.4375	1715
1384	74.9375	41.4375	1729
1385	75.0625	41.4375	1722
1386	75.1875	41.4375	1773
1387	75.3125	41.4375	1837
1388	75.4375	41.4375	1940
1389	75.5625	41.4375	1966
1390	75.6875	41.4375	1966
1391	75.8125	41.4375	2129
1392	75.9375	41.4375	2325
1393	76.0625	41.4375	2396
1394	76.1875	41.4375	2607
1395	76.3125	41.4375	2797
1396	76.4375	41.4375	2887
1397	76.5625	41.4375	3115
1398	76.6875	41.4375	3264
1399	76.8125	41.4375	3350
1400	76.9375	41.4375	3565
1401	77.0625	41.4375	3492
1402	77.1875	41.4375	3537
1403	77.3125	41.4375	3551
1404	77.4375	41.4375	3830
1405	77.5625	41.4375	3933
1406	77.6875	41.4375	3936
1407	77.8125	41.4375	3952
1408	77.9375	41.4375	3893
1409	78.0625	41.4375	3801
1410	66.0625	41.3125	247
1411	66.3125	41.3125	250
1412	66.4375	41.3125	252
1413	66.5625	41.3125	257
1414	66.6875	41.3125	270
1415	66.8125	41.3125	279
1416	66.9375	41.3125	287
1417	67.0625	41.3125	295
1418	67.1875	41.3125	300
1419	67.3125	41.3125	303
1420	67.4375	41.3125	303
1421	67.5625	41.3125	299
1422	67.6875	41.3125	290
1423	67.8125	41.3125	272
1424	67.9375	41.3125	238
1425	68.0625	41.3125	237
1426	68.1875	41.3125	282
1427	68.3125	41.3125	286
1428	68.4375	41.3125	311
1429	68.5625	41.3125	315
1430	68.6875	41.3125	300
1431	68.8125	41.3125	331
1432	68.9375	41.3125	351
1433	69.0625	41.3125	396
1434	69.1875	41.3125	424
1435	69.3125	41.3125	455
1436	69.4375	41.3125	477
1437	69.5625	41.3125	545
1438	69.6875	41.3125	807
1439	69.8125	41.3125	1373
1440	69.9375	41.3125	2105
1441	70.0625	41.3125	2340
1442	70.1875	41.3125	2051
1443	70.3125	41.3125	2775
1444	70.4375	41.3125	3013
1445	70.5625	41.3125	2419
1446	70.6875	41.3125	2731
1447	70.8125	41.3125	2761
1448	70.9375	41.3125	2919
1449	71.0625	41.3125	2539
1450	71.1875	41.3125	1766
1451	71.3125	41.3125	1421
1452	71.4375	41.3125	1159
1453	71.5625	41.3125	1045
1454	71.6875	41.3125	975
1455	71.8125	41.3125	897
1456	71.9375	41.3125	1006
1457	72.0625	41.3125	986
1458	72.1875	41.3125	748
1459	72.3125	41.3125	1206
1460	72.4375	41.3125	1499
1461	72.5625	41.3125	1710
1462	72.6875	41.3125	2244
1463	72.8125	41.3125	2068
1464	72.9375	41.3125	1615
1465	73.0625	41.3125	1462
1466	73.1875	41.3125	1822
1467	73.3125	41.3125	2093
1468	73.4375	41.3125	2506
1469	73.5625	41.3125	2537
1470	73.6875	41.3125	2342
1471	73.8125	41.3125	1835
1472	73.9375	41.3125	1644
1473	74.0625	41.3125	1971
1474	74.1875	41.3125	2299
1475	74.3125	41.3125	2504
1476	74.4375	41.3125	2716
1477	74.5625	41.3125	2303
1478	74.6875	41.3125	1854
1479	74.8125	41.3125	1871
1480	74.9375	41.3125	1906
1481	75.0625	41.3125	1923
1482	75.1875	41.3125	1988
1483	75.3125	41.3125	2025
1484	75.4375	41.3125	2341
1485	75.5625	41.3125	2680
1486	75.6875	41.3125	2327
1487	75.8125	41.3125	2459
1488	75.9375	41.3125	2428
1489	76.0625	41.3125	2670
1490	76.1875	41.3125	3063
1491	76.3125	41.3125	3291
1492	76.4375	41.3125	3250
1493	76.5625	41.3125	3209
1494	76.6875	41.3125	3289
1495	76.8125	41.3125	3488
1496	76.9375	41.3125	3635
1497	77.0625	41.3125	3714
1498	77.1875	41.3125	3864
1499	77.3125	41.3125	3958
1500	77.4375	41.3125	3809
1501	77.5625	41.3125	4067
1502	77.6875	41.3125	4244
1503	77.8125	41.3125	4208
1504	65.6875	41.1875	260
1505	65.8125	41.1875	255
1506	65.9375	41.1875	253
1507	66.0625	41.1875	249
1508	66.1875	41.1875	250
1509	66.3125	41.1875	249
1510	66.4375	41.1875	252
1511	66.5625	41.1875	255
1512	66.6875	41.1875	258
1513	66.8125	41.1875	266
1514	66.9375	41.1875	276
1515	67.0625	41.1875	287
1516	67.1875	41.1875	294
1517	67.3125	41.1875	300
1518	67.4375	41.1875	300
1519	67.5625	41.1875	300
1520	67.6875	41.1875	294
1521	67.8125	41.1875	281
1522	67.9375	41.1875	242
1523	68.0625	41.1875	236
1524	68.1875	41.1875	235
1525	68.3125	41.1875	268
1526	68.4375	41.1875	302
1527	68.5625	41.1875	283
1528	68.6875	41.1875	306
1529	68.8125	41.1875	325
1530	68.9375	41.1875	345
1531	69.0625	41.1875	368
1532	69.1875	41.1875	380
1533	69.3125	41.1875	402
1534	69.4375	41.1875	439
1535	69.5625	41.1875	568
1536	69.6875	41.1875	837
1537	69.8125	41.1875	1420
1538	69.9375	41.1875	2090
1539	70.0625	41.1875	1947
1540	70.1875	41.1875	2518
1541	70.3125	41.1875	2256
1542	70.4375	41.1875	1851
1543	70.5625	41.1875	2377
1544	70.6875	41.1875	2784
1545	70.8125	41.1875	2857
1546	70.9375	41.1875	1989
1547	71.0625	41.1875	1627
1548	71.1875	41.1875	1306
1549	71.3125	41.1875	1085
1550	71.4375	41.1875	899
1551	71.5625	41.1875	840
1552	71.6875	41.1875	761
1553	71.8125	41.1875	751
1554	71.9375	41.1875	739
1555	72.0625	41.1875	619
1556	72.1875	41.1875	613
1557	72.3125	41.1875	968
1558	72.4375	41.1875	1055
1559	72.5625	41.1875	1216
1560	72.6875	41.1875	1230
1561	72.8125	41.1875	1236
1562	72.9375	41.1875	1247
1563	73.0625	41.1875	1402
1564	73.1875	41.1875	1394
1565	73.3125	41.1875	1502
1566	73.4375	41.1875	1825
1567	73.5625	41.1875	2149
1568	73.6875	41.1875	2528
1569	73.8125	41.1875	2817
1570	73.9375	41.1875	2310
1571	74.0625	41.1875	2759
1572	74.1875	41.1875	2386
1573	74.3125	41.1875	2138
1574	74.4375	41.1875	2015
1575	74.5625	41.1875	2064
1576	74.6875	41.1875	2181
1577	74.8125	41.1875	2212
1578	74.9375	41.1875	2213
1579	75.0625	41.1875	2305
1580	75.1875	41.1875	2641
1581	75.3125	41.1875	2732
1582	75.4375	41.1875	2774
1583	75.5625	41.1875	2424
1584	75.6875	41.1875	2129
1585	75.8125	41.1875	2109
1586	75.9375	41.1875	2237
1587	76.0625	41.1875	2448
1588	76.1875	41.1875	2820
1589	76.3125	41.1875	3269
1590	76.4375	41.1875	3117
1591	76.5625	41.1875	3281
1592	76.6875	41.1875	3555
1593	76.8125	41.1875	3759
1594	76.9375	41.1875	3730
1595	77.0625	41.1875	3725
1596	77.1875	41.1875	3813
1597	77.3125	41.1875	3871
1598	77.4375	41.1875	3865
1599	65.6875	41.0625	273
1600	65.8125	41.0625	267
1601	65.9375	41.0625	255
1602	66.0625	41.0625	246
1603	66.1875	41.0625	239
1604	66.3125	41.0625	237
1605	66.4375	41.0625	238
1606	66.5625	41.0625	242
1607	66.6875	41.0625	245
1608	66.8125	41.0625	248
1609	66.9375	41.0625	253
1610	67.0625	41.0625	258
1611	67.1875	41.0625	270
1612	67.3125	41.0625	280
1613	67.4375	41.0625	288
1614	67.5625	41.0625	290
1615	67.6875	41.0625	286
1616	67.8125	41.0625	277
1617	67.9375	41.0625	255
1618	68.0625	41.0625	232
1619	68.1875	41.0625	233
1620	68.3125	41.0625	228
1621	68.4375	41.0625	237
1622	68.5625	41.0625	253
1623	68.6875	41.0625	287
1624	68.8125	41.0625	305
1625	68.9375	41.0625	328
1626	69.0625	41.0625	329
1627	69.1875	41.0625	346
1628	69.3125	41.0625	378
1629	69.4375	41.0625	430
1630	69.5625	41.0625	570
1631	69.6875	41.0625	935
1632	69.8125	41.0625	1363
1633	69.9375	41.0625	1637
1634	70.0625	41.0625	1240
1635	70.1875	41.0625	1326
1636	70.3125	41.0625	1519
1637	70.4375	41.0625	2004
1638	70.5625	41.0625	2122
1639	70.6875	41.0625	1812
1640	70.8125	41.0625	2009
1641	70.9375	41.0625	1381
1642	71.0625	41.0625	942
1643	71.1875	41.0625	780
1644	71.3125	41.0625	744
1645	71.4375	41.0625	693
1646	71.5625	41.0625	633
1647	71.6875	41.0625	587
1648	71.8125	41.0625	525
1649	71.9375	41.0625	471
1650	72.0625	41.0625	474
1651	72.1875	41.0625	517
1652	72.3125	41.0625	690
1653	72.4375	41.0625	723
1654	72.5625	41.0625	703
1655	72.6875	41.0625	752
1656	72.8125	41.0625	822
1657	72.9375	41.0625	1038
1658	73.0625	41.0625	1017
1659	73.1875	41.0625	1301
1660	73.3125	41.0625	1962
1661	73.4375	41.0625	1840
1662	73.5625	41.0625	2054
1663	73.6875	41.0625	2170
1664	73.8125	41.0625	2583
1665	73.9375	41.0625	2975
1666	74.0625	41.0625	2923
1667	74.1875	41.0625	2598
1668	74.3125	41.0625	2262
1669	74.4375	41.0625	2565
1670	74.5625	41.0625	2936
1671	74.6875	41.0625	2971
1672	74.8125	41.0625	2931
1673	74.9375	41.0625	2936
1674	75.0625	41.0625	3008
1675	75.1875	41.0625	3196
1676	75.3125	41.0625	3101
1677	75.4375	41.0625	2602
1678	75.5625	41.0625	2386
1679	75.6875	41.0625	2594
1680	75.8125	41.0625	2996
1681	75.9375	41.0625	3461
1682	76.0625	41.0625	3719
1683	76.1875	41.0625	3793
1684	76.3125	41.0625	3510
1685	76.4375	41.0625	3305
1686	65.6875	40.9375	294
1687	65.8125	40.9375	292
1688	65.9375	40.9375	268
1689	66.0625	40.9375	231
1690	66.1875	40.9375	232
1691	66.3125	40.9375	234
1692	66.4375	40.9375	236
1693	66.5625	40.9375	230
1694	66.6875	40.9375	229
1695	66.8125	40.9375	229
1696	66.9375	40.9375	228
1697	67.0625	40.9375	232
1698	67.1875	40.9375	238
1699	67.3125	40.9375	250
1700	67.4375	40.9375	263
1701	67.5625	40.9375	268
1702	67.6875	40.9375	267
1703	67.8125	40.9375	255
1704	67.9375	40.9375	240
1705	68.0625	40.9375	249
1706	68.1875	40.9375	257
1707	68.3125	40.9375	260
1708	68.4375	40.9375	256
1709	68.5625	40.9375	252
1710	68.6875	40.9375	249
1711	68.8125	40.9375	272
1712	68.9375	40.9375	285
1713	69.0625	40.9375	307
1714	69.1875	40.9375	351
1715	69.3125	40.9375	395
1716	69.4375	40.9375	433
1717	69.5625	40.9375	519
1718	69.6875	40.9375	670
1719	69.8125	40.9375	831
1720	69.9375	40.9375	861
1721	70.0625	40.9375	1012
1722	70.1875	40.9375	1469
1723	70.3125	40.9375	2260
1724	70.4375	40.9375	2054
1725	70.5625	40.9375	1481
1726	70.6875	40.9375	1176
1727	70.8125	40.9375	968
1728	70.9375	40.9375	794
1729	71.0625	40.9375	616
1730	71.1875	40.9375	555
1731	71.3125	40.9375	515
1732	71.4375	40.9375	465
1733	71.5625	40.9375	435
1734	71.6875	40.9375	402
1735	71.8125	40.9375	404
1736	71.9375	40.9375	419
1737	72.0625	40.9375	436
1738	72.1875	40.9375	454
1739	72.3125	40.9375	493
1740	72.4375	40.9375	501
1741	72.5625	40.9375	553
1742	72.6875	40.9375	725
1743	72.8125	40.9375	840
1744	72.9375	40.9375	812
1745	73.0625	40.9375	918
1746	73.1875	40.9375	1297
1747	73.3125	40.9375	1349
1748	73.4375	40.9375	1525
1749	73.5625	40.9375	1770
1750	73.6875	40.9375	1877
1751	73.8125	40.9375	2158
1752	73.9375	40.9375	2633
1753	74.0625	40.9375	3091
1754	74.1875	40.9375	2975
1755	74.3125	40.9375	2966
1756	74.4375	40.9375	3341
1757	74.5625	40.9375	3670
1758	74.6875	40.9375	3673
1759	74.8125	40.9375	3572
1760	74.9375	40.9375	3666
1761	75.0625	40.9375	3326
1762	75.1875	40.9375	3126
1763	75.3125	40.9375	2957
1764	75.4375	40.9375	2965
1765	75.5625	40.9375	3421
1766	75.6875	40.9375	3922
1767	75.8125	40.9375	3950
1768	65.6875	40.8125	352
1769	65.8125	40.8125	353
1770	65.9375	40.8125	317
1771	66.0625	40.8125	300
1772	66.1875	40.8125	282
1773	66.3125	40.8125	280
1774	66.4375	40.8125	278
1775	66.5625	40.8125	264
1776	66.6875	40.8125	272
1777	66.8125	40.8125	262
1778	66.9375	40.8125	242
1779	67.0625	40.8125	229
1780	67.1875	40.8125	229
1781	67.3125	40.8125	228
1782	67.4375	40.8125	231
1783	67.5625	40.8125	236
1784	67.6875	40.8125	241
1785	67.8125	40.8125	243
1786	67.9375	40.8125	247
1787	68.0625	40.8125	252
1788	68.1875	40.8125	260
1789	68.3125	40.8125	264
1790	68.4375	40.8125	263
1791	68.5625	40.8125	261
1792	68.6875	40.8125	256
1793	68.8125	40.8125	256
1794	68.9375	40.8125	278
1795	69.0625	40.8125	308
1796	69.1875	40.8125	344
1797	69.3125	40.8125	389
1798	69.4375	40.8125	469
1799	69.5625	40.8125	636
1800	69.6875	40.8125	839
1801	69.8125	40.8125	1059
1802	69.9375	40.8125	1272
1803	70.0625	40.8125	1684
1804	70.1875	40.8125	2137
1805	70.3125	40.8125	2341
1806	70.4375	40.8125	1684
1807	70.5625	40.8125	1026
1808	70.6875	40.8125	668
1809	70.8125	40.8125	575
1810	70.9375	40.8125	438
1811	71.0625	40.8125	375
1812	71.1875	40.8125	371
1813	71.3125	40.8125	374
1814	71.4375	40.8125	381
1815	71.5625	40.8125	388
1816	71.6875	40.8125	400
1817	71.8125	40.8125	414
1818	71.9375	40.8125	425
1819	72.0625	40.8125	430
1820	72.1875	40.8125	439
1821	72.3125	40.8125	466
1822	72.4375	40.8125	569
1823	72.5625	40.8125	680
1824	72.6875	40.8125	634
1825	72.8125	40.8125	668
1826	72.9375	40.8125	725
1827	73.0625	40.8125	898
1828	73.1875	40.8125	1002
1829	73.3125	40.8125	1019
1830	73.4375	40.8125	1190
1831	73.5625	40.8125	1471
1832	73.6875	40.8125	1966
1833	73.8125	40.8125	2591
1834	73.9375	40.8125	2590
1835	74.0625	40.8125	2705
1836	74.1875	40.8125	3175
1837	74.3125	40.8125	3228
1838	74.4375	40.8125	3001
1839	74.5625	40.8125	2955
1840	74.6875	40.8125	2996
1841	74.8125	40.8125	3126
1842	74.9375	40.8125	3155
1843	75.0625	40.8125	3211
1844	75.1875	40.8125	3286
1845	75.3125	40.8125	3498
1846	75.4375	40.8125	3686
1847	75.5625	40.8125	3776
1848	65.8125	40.6875	469
1849	65.9375	40.6875	611
1850	66.0625	40.6875	720
1851	66.1875	40.6875	839
1852	66.3125	40.6875	727
1853	66.4375	40.6875	654
1854	66.5625	40.6875	604
1855	66.6875	40.6875	434
1856	66.8125	40.6875	372
1857	66.9375	40.6875	293
1858	67.0625	40.6875	267
1859	67.1875	40.6875	258
1860	67.3125	40.6875	238
1861	67.4375	40.6875	228
1862	67.5625	40.6875	232
1863	67.6875	40.6875	243
1864	67.8125	40.6875	251
1865	67.9375	40.6875	256
1866	68.0625	40.6875	260
1867	68.1875	40.6875	259
1868	68.3125	40.6875	261
1869	68.4375	40.6875	263
1870	68.5625	40.6875	266
1871	68.6875	40.6875	264
1872	68.8125	40.6875	266
1873	68.9375	40.6875	264
1874	69.0625	40.6875	288
1875	69.1875	40.6875	326
1876	69.3125	40.6875	385
1877	69.4375	40.6875	662
1878	69.5625	40.6875	1051
1879	69.6875	40.6875	1437
1880	69.8125	40.6875	1830
1881	69.9375	40.6875	1889
1882	70.0625	40.6875	2059
