ID	X	Y	dem
314	64.3125	45.1875	100
315	64.4375	45.1875	101
316	64.5625	45.1875	103
317	64.6875	45.1875	105
318	64.8125	45.1875	107
319	64.9375	45.1875	108
320	65.0625	45.1875	111
321	65.1875	45.1875	112
322	65.3125	45.1875	113
323	65.4375	45.1875	117
324	65.5625	45.1875	117
325	65.6875	45.1875	119
326	65.8125	45.1875	119
327	65.9375	45.1875	122
328	66.0625	45.1875	123
329	66.1875	45.1875	123
330	66.3125	45.1875	123
331	66.4375	45.1875	121
332	66.5625	45.1875	123
333	64.3125	45.0625	104
334	64.4375	45.0625	104
335	64.5625	45.0625	103
336	64.6875	45.0625	105
337	64.8125	45.0625	110
338	64.9375	45.0625	113
339	65.0625	45.0625	114
340	65.1875	45.0625	117
341	65.3125	45.0625	119
342	65.4375	45.0625	118
343	65.5625	45.0625	119
344	65.6875	45.0625	120
345	65.8125	45.0625	122
346	65.9375	45.0625	123
347	66.0625	45.0625	125
348	66.1875	45.0625	127
349	66.3125	45.0625	127
350	66.4375	45.0625	124
351	66.5625	45.0625	127
352	66.6875	45.0625	129
353	64.5625	44.9375	107
354	64.6875	44.9375	111
355	64.8125	44.9375	111
356	64.9375	44.9375	113
357	65.0625	44.9375	114
358	65.1875	44.9375	114
359	65.3125	44.9375	115
360	65.4375	44.9375	116
361	65.5625	44.9375	119
362	65.6875	44.9375	122
363	65.8125	44.9375	124
364	65.9375	44.9375	126
365	66.0625	44.9375	127
366	66.1875	44.9375	130
367	66.3125	44.9375	131
368	66.4375	44.9375	131
369	66.5625	44.9375	130
370	66.6875	44.9375	131
371	66.8125	44.9375	131
372	64.8125	44.8125	112
373	65.3125	44.8125	120
374	65.4375	44.8125	121
375	65.5625	44.8125	120
376	65.6875	44.8125	123
377	65.8125	44.8125	125
378	65.9375	44.8125	126
379	66.0625	44.8125	127
380	66.1875	44.8125	131
381	66.3125	44.8125	133
382	66.4375	44.8125	135
383	66.5625	44.8125	135
384	66.6875	44.8125	132
385	66.8125	44.8125	143
386	66.9375	44.8125	150
387	67.0625	44.8125	148
388	65.4375	44.6875	124
389	65.5625	44.6875	124
390	65.6875	44.6875	125
391	65.8125	44.6875	122
392	65.9375	44.6875	128
393	66.0625	44.6875	131
394	66.1875	44.6875	131
395	66.3125	44.6875	134
396	66.4375	44.6875	135
397	66.5625	44.6875	137
398	66.6875	44.6875	137
399	66.8125	44.6875	136
400	66.9375	44.6875	166
401	67.0625	44.6875	235
402	67.1875	44.6875	248
403	65.6875	44.5625	128
404	65.8125	44.5625	131
405	65.9375	44.5625	126
406	66.0625	44.5625	135
407	66.1875	44.5625	135
408	66.3125	44.5625	134
409	66.4375	44.5625	136
410	66.5625	44.5625	138
411	66.6875	44.5625	140
412	66.8125	44.5625	141
413	66.9375	44.5625	165
414	67.0625	44.5625	319
415	67.1875	44.5625	437
416	67.3125	44.5625	458
417	65.8125	44.4375	132
418	65.9375	44.4375	131
419	66.0625	44.4375	131
420	66.1875	44.4375	132
421	66.3125	44.4375	138
422	66.4375	44.4375	139
423	66.5625	44.4375	141
424	66.6875	44.4375	143
425	66.8125	44.4375	154
426	66.9375	44.4375	247
427	67.0625	44.4375	257
428	67.1875	44.4375	303
429	67.3125	44.4375	517
430	67.4375	44.4375	583
431	66.0625	44.3125	142
432	66.1875	44.3125	141
433	66.3125	44.3125	133
434	66.4375	44.3125	137
435	66.5625	44.3125	141
436	66.6875	44.3125	144
437	66.8125	44.3125	155
438	66.9375	44.3125	187
439	67.0625	44.3125	154
440	67.1875	44.3125	209
441	67.3125	44.3125	351
442	67.4375	44.3125	515
443	67.5625	44.3125	567
444	67.6875	44.3125	613
445	67.8125	44.3125	345
446	66.1875	44.1875	141
447	66.3125	44.1875	143
448	66.4375	44.1875	137
449	66.5625	44.1875	143
450	66.6875	44.1875	148
451	66.8125	44.1875	150
452	66.9375	44.1875	152
453	67.0625	44.1875	154
454	67.1875	44.1875	177
455	67.3125	44.1875	255
456	67.4375	44.1875	338
457	67.5625	44.1875	448
458	67.6875	44.1875	584
459	67.8125	44.1875	800
460	67.9375	44.1875	584
461	66.3125	44.0625	142
462	66.4375	44.0625	145
463	66.5625	44.0625	143
464	66.6875	44.0625	150
465	66.8125	44.0625	153
466	66.9375	44.0625	152
467	67.0625	44.0625	155
468	67.1875	44.0625	169
469	67.3125	44.0625	204
470	67.4375	44.0625	290
471	67.5625	44.0625	413
472	67.6875	44.0625	600
473	67.8125	44.0625	727
474	67.9375	44.0625	907
475	68.0625	44.0625	881
476	66.4375	43.9375	147
477	66.5625	43.9375	145
478	66.6875	43.9375	146
479	66.8125	43.9375	148
480	66.9375	43.9375	152
481	67.0625	43.9375	153
482	67.1875	43.9375	157
483	67.3125	43.9375	183
484	67.4375	43.9375	242
485	67.5625	43.9375	330
486	67.6875	43.9375	501
487	67.8125	43.9375	637
488	67.9375	43.9375	668
489	68.0625	43.9375	809
490	68.1875	43.9375	927
491	68.3125	43.9375	1071
492	66.5625	43.8125	150
493	66.6875	43.8125	151
494	66.8125	43.8125	152
495	66.9375	43.8125	155
496	67.0625	43.8125	160
497	67.1875	43.8125	157
498	67.3125	43.8125	170
499	67.4375	43.8125	205
500	67.5625	43.8125	238
501	67.6875	43.8125	348
502	67.8125	43.8125	498
503	67.9375	43.8125	643
504	68.0625	43.8125	696
505	68.1875	43.8125	752
506	68.3125	43.8125	1017
507	68.4375	43.8125	1281
508	68.5625	43.8125	1423
509	68.6875	43.8125	1364
510	66.5625	43.6875	151
511	66.6875	43.6875	152
512	66.8125	43.6875	152
513	66.9375	43.6875	156
514	67.0625	43.6875	159
515	67.1875	43.6875	163
516	67.3125	43.6875	162
517	67.4375	43.6875	170
518	67.5625	43.6875	217
519	67.6875	43.6875	287
520	67.8125	43.6875	318
521	67.9375	43.6875	354
522	68.0625	43.6875	464
523	68.1875	43.6875	575
524	68.3125	43.6875	739
525	68.4375	43.6875	893
526	68.5625	43.6875	976
527	68.6875	43.6875	1102
528	68.8125	43.6875	1085
529	68.9375	43.6875	873
530	66.8125	43.5625	158
531	66.9375	43.5625	158
532	67.0625	43.5625	162
533	67.1875	43.5625	164
534	67.3125	43.5625	167
535	67.4375	43.5625	164
536	67.5625	43.5625	182
537	67.6875	43.5625	214
538	67.8125	43.5625	228
539	67.9375	43.5625	269
540	68.0625	43.5625	323
541	68.1875	43.5625	370
542	68.3125	43.5625	442
543	68.4375	43.5625	526
544	68.5625	43.5625	608
545	68.6875	43.5625	745
546	68.8125	43.5625	928
547	68.9375	43.5625	925
548	69.0625	43.5625	876
549	66.9375	43.4375	167
550	67.0625	43.4375	165
551	67.1875	43.4375	165
552	67.3125	43.4375	165
553	67.4375	43.4375	169
554	67.5625	43.4375	163
555	67.6875	43.4375	180
556	67.8125	43.4375	194
557	67.9375	43.4375	216
558	68.0625	43.4375	240
559	68.1875	43.4375	254
560	68.3125	43.4375	285
561	68.4375	43.4375	342
562	68.5625	43.4375	407
563	68.6875	43.4375	474
564	68.8125	43.4375	550
565	68.9375	43.4375	618
566	69.0625	43.4375	720
567	69.1875	43.4375	768
568	69.3125	43.4375	727
569	69.4375	43.4375	679
570	69.5625	43.4375	690
571	69.6875	43.4375	786
572	67.0625	43.3125	175
573	67.1875	43.3125	169
574	67.3125	43.3125	167
575	67.4375	43.3125	171
576	67.5625	43.3125	172
577	67.6875	43.3125	169
578	67.8125	43.3125	173
579	67.9375	43.3125	189
580	68.0625	43.3125	199
581	68.1875	43.3125	208
582	68.3125	43.3125	223
583	68.4375	43.3125	246
584	68.5625	43.3125	288
585	68.6875	43.3125	326
586	68.8125	43.3125	387
587	68.9375	43.3125	396
588	69.0625	43.3125	410
589	69.1875	43.3125	467
590	69.3125	43.3125	560
591	69.4375	43.3125	571
592	69.5625	43.3125	604
593	69.6875	43.3125	862
594	69.8125	43.3125	983
595	69.9375	43.3125	1005
596	67.0625	43.1875	176
597	67.1875	43.1875	172
598	67.3125	43.1875	173
599	67.4375	43.1875	174
600	67.5625	43.1875	176
601	67.6875	43.1875	176
602	67.8125	43.1875	174
603	67.9375	43.1875	176
604	68.0625	43.1875	182
605	68.1875	43.1875	189
606	68.3125	43.1875	192
607	68.4375	43.1875	198
608	68.5625	43.1875	215
609	68.6875	43.1875	251
610	68.8125	43.1875	287
611	68.9375	43.1875	295
612	69.0625	43.1875	317
613	69.1875	43.1875	364
614	69.3125	43.1875	401
615	69.4375	43.1875	470
616	69.5625	43.1875	577
617	69.6875	43.1875	666
618	69.8125	43.1875	947
619	69.9375	43.1875	1077
620	70.0625	43.1875	1023
621	67.0625	43.0625	176
622	67.1875	43.0625	175
623	67.3125	43.0625	177
624	67.4375	43.0625	179
625	67.5625	43.0625	179
626	67.6875	43.0625	178
627	67.8125	43.0625	178
628	67.9375	43.0625	177
629	68.0625	43.0625	179
630	68.1875	43.0625	182
631	68.3125	43.0625	184
632	68.4375	43.0625	183
633	68.5625	43.0625	189
634	68.6875	43.0625	205
635	68.8125	43.0625	228
636	68.9375	43.0625	249
637	69.0625	43.0625	280
638	69.1875	43.0625	311
639	69.3125	43.0625	372
640	69.4375	43.0625	413
641	69.5625	43.0625	453
642	69.6875	43.0625	627
643	69.8125	43.0625	768
644	69.9375	43.0625	858
645	70.0625	43.0625	1107
646	70.1875	43.0625	1106
647	70.3125	43.0625	985
648	70.4375	43.0625	727
649	66.9375	42.9375	178
650	67.0625	42.9375	177
651	67.1875	42.9375	177
652	67.3125	42.9375	179
653	67.4375	42.9375	180
654	67.5625	42.9375	182
655	67.6875	42.9375	183
656	67.8125	42.9375	183
657	67.9375	42.9375	183
658	68.0625	42.9375	182
659	68.1875	42.9375	183
660	68.3125	42.9375	187
661	68.4375	42.9375	189
662	68.5625	42.9375	188
663	68.6875	42.9375	196
664	68.8125	42.9375	212
665	68.9375	42.9375	231
666	69.0625	42.9375	259
667	69.1875	42.9375	304
668	69.3125	42.9375	337
669	69.4375	42.9375	351
670	69.5625	42.9375	396
671	69.6875	42.9375	488
672	69.8125	42.9375	697
673	69.9375	42.9375	873
674	70.0625	42.9375	899
675	70.1875	42.9375	949
676	70.3125	42.9375	1025
677	70.4375	42.9375	1151
678	70.5625	42.9375	1027
679	66.9375	42.8125	177
680	67.0625	42.8125	179
681	67.1875	42.8125	182
682	67.3125	42.8125	183
683	67.4375	42.8125	186
684	67.5625	42.8125	183
685	67.6875	42.8125	186
686	67.8125	42.8125	187
687	67.9375	42.8125	186
688	68.0625	42.8125	187
689	68.1875	42.8125	183
690	68.3125	42.8125	189
691	68.4375	42.8125	191
692	68.5625	42.8125	197
693	68.6875	42.8125	206
694	68.8125	42.8125	217
695	68.9375	42.8125	234
696	69.0625	42.8125	254
697	69.1875	42.8125	276
698	69.3125	42.8125	303
699	69.4375	42.8125	358
700	69.5625	42.8125	423
701	69.6875	42.8125	503
702	69.8125	42.8125	762
703	69.9375	42.8125	1122
704	70.0625	42.8125	1157
705	70.1875	42.8125	1057
706	70.3125	42.8125	1135
707	70.4375	42.8125	1126
708	70.5625	42.8125	1271
709	66.9375	42.6875	176
710	67.0625	42.6875	180
711	67.1875	42.6875	182
712	67.3125	42.6875	186
713	67.4375	42.6875	187
714	67.5625	42.6875	187
715	67.6875	42.6875	188
716	67.8125	42.6875	191
717	67.9375	42.6875	190
718	68.0625	42.6875	193
719	68.1875	42.6875	190
720	68.3125	42.6875	191
721	68.4375	42.6875	195
722	68.5625	42.6875	202
723	68.6875	42.6875	211
724	68.8125	42.6875	229
725	68.9375	42.6875	248
726	69.0625	42.6875	265
727	69.1875	42.6875	307
728	69.3125	42.6875	329
729	69.4375	42.6875	379
730	69.5625	42.6875	420
731	69.6875	42.6875	490
732	69.8125	42.6875	630
733	69.9375	42.6875	800
734	70.0625	42.6875	773
735	70.1875	42.6875	896
736	70.3125	42.6875	1157
737	70.4375	42.6875	1174
738	67.1875	42.5625	180
739	67.3125	42.5625	182
740	67.4375	42.5625	187
741	67.5625	42.5625	192
742	67.6875	42.5625	193
743	67.8125	42.5625	195
744	67.9375	42.5625	191
745	68.0625	42.5625	197
746	68.1875	42.5625	191
747	68.3125	42.5625	196
748	68.4375	42.5625	203
749	68.5625	42.5625	207
750	68.6875	42.5625	214
751	68.8125	42.5625	228
752	68.9375	42.5625	259
753	69.0625	42.5625	276
754	69.1875	42.5625	291
755	69.3125	42.5625	319
756	69.4375	42.5625	357
757	69.5625	42.5625	400
758	69.6875	42.5625	446
759	69.8125	42.5625	491
760	69.9375	42.5625	564
761	70.0625	42.5625	660
762	70.1875	42.5625	708
763	70.3125	42.5625	791
764	70.4375	42.5625	1011
765	70.5625	42.5625	1148
766	70.6875	42.5625	1137
767	67.4375	42.4375	189
768	67.5625	42.4375	191
769	67.6875	42.4375	211
770	67.8125	42.4375	199
771	67.9375	42.4375	197
772	68.0625	42.4375	200
773	68.1875	42.4375	197
774	68.3125	42.4375	197
775	68.4375	42.4375	201
776	68.5625	42.4375	206
777	68.6875	42.4375	231
778	68.8125	42.4375	236
779	68.9375	42.4375	246
780	69.0625	42.4375	273
781	69.1875	42.4375	297
782	69.3125	42.4375	344
783	69.4375	42.4375	391
784	69.5625	42.4375	448
785	69.6875	42.4375	517
786	69.8125	42.4375	591
787	69.9375	42.4375	718
788	70.0625	42.4375	869
789	70.1875	42.4375	1087
790	70.3125	42.4375	1224
791	70.4375	42.4375	1260
792	70.5625	42.4375	1587
793	70.6875	42.4375	2253
794	70.8125	42.4375	2490
795	74.1875	42.4375	3599
796	74.3125	42.4375	3420
797	74.4375	42.4375	3566
798	74.5625	42.4375	3627
799	74.6875	42.4375	3636
800	74.8125	42.4375	3696
801	67.5625	42.3125	222
802	67.6875	42.3125	249
803	67.8125	42.3125	224
804	67.9375	42.3125	199
805	68.0625	42.3125	205
806	68.1875	42.3125	202
807	68.3125	42.3125	200
808	68.4375	42.3125	202
809	68.5625	42.3125	216
810	68.6875	42.3125	249
811	68.8125	42.3125	271
812	68.9375	42.3125	286
813	69.0625	42.3125	322
814	69.1875	42.3125	364
815	69.3125	42.3125	385
816	69.4375	42.3125	428
817	69.5625	42.3125	498
818	69.6875	42.3125	583
819	69.8125	42.3125	710
820	69.9375	42.3125	833
821	70.0625	42.3125	982
822	70.1875	42.3125	1190
823	70.3125	42.3125	1452
824	70.4375	42.3125	1898
825	70.5625	42.3125	2467
826	70.6875	42.3125	2967
827	70.8125	42.3125	3187
828	70.9375	42.3125	3283
829	71.0625	42.3125	3291
830	71.1875	42.3125	3064
831	72.5625	42.3125	3104
832	72.6875	42.3125	3280
833	72.9375	42.3125	2997
834	73.0625	42.3125	2868
835	73.1875	42.3125	3071
836	73.3125	42.3125	3353
837	73.4375	42.3125	3313
838	73.5625	42.3125	3460
839	73.6875	42.3125	3164
840	73.8125	42.3125	2902
841	73.9375	42.3125	2836
842	74.0625	42.3125	2749
843	74.1875	42.3125	2673
844	74.3125	42.3125	2784
845	74.4375	42.3125	2896
846	74.5625	42.3125	3092
847	74.6875	42.3125	3358
848	74.8125	42.3125	3468
849	67.4375	42.1875	242
850	67.5625	42.1875	260
851	67.6875	42.1875	242
852	67.8125	42.1875	209
853	67.9375	42.1875	206
854	68.0625	42.1875	206
855	68.1875	42.1875	201
856	68.3125	42.1875	215
857	68.4375	42.1875	238
858	68.5625	42.1875	272
859	68.6875	42.1875	316
860	68.8125	42.1875	320
861	68.9375	42.1875	337
862	69.0625	42.1875	359
863	69.1875	42.1875	421
864	69.3125	42.1875	464
865	69.4375	42.1875	494
866	69.5625	42.1875	557
867	69.6875	42.1875	652
868	69.8125	42.1875	744
869	69.9375	42.1875	909
870	70.0625	42.1875	1221
871	70.1875	42.1875	1542
872	70.3125	42.1875	1807
873	70.4375	42.1875	2457
874	70.5625	42.1875	3141
875	70.6875	42.1875	2994
876	70.8125	42.1875	3059
877	70.9375	42.1875	2997
878	71.0625	42.1875	3349
879	71.1875	42.1875	3636
880	71.3125	42.1875	3510
881	71.4375	42.1875	3414
882	71.5625	42.1875	3108
883	71.6875	42.1875	3244
884	71.8125	42.1875	3242
885	71.9375	42.1875	2965
886	72.1875	42.1875	2723
887	72.3125	42.1875	2867
888	72.4375	42.1875	3202
889	72.5625	42.1875	3456
890	72.6875	42.1875	3276
891	72.8125	42.1875	2803
892	72.9375	42.1875	3020
893	73.0625	42.1875	3273
894	73.1875	42.1875	3094
895	73.3125	42.1875	2835
896	73.4375	42.1875	2664
897	73.5625	42.1875	2774
898	73.6875	42.1875	2646
899	73.8125	42.1875	2226
900	73.9375	42.1875	2140
901	74.0625	42.1875	2213
902	74.1875	42.1875	2830
903	74.3125	42.1875	3315
904	74.4375	42.1875	3355
905	74.5625	42.1875	3006
906	74.6875	42.1875	3143
907	74.8125	42.1875	3282
908	74.9375	42.1875	3170
909	75.0625	42.1875	3105
910	75.1875	42.1875	2756
911	67.4375	42.0625	240
912	67.5625	42.0625	221
913	67.6875	42.0625	208
914	67.8125	42.0625	211
915	67.9375	42.0625	213
916	68.0625	42.0625	211
917	68.1875	42.0625	208
918	68.3125	42.0625	245
919	68.4375	42.0625	278
920	68.5625	42.0625	303
921	68.6875	42.0625	345
922	68.8125	42.0625	382
923	68.9375	42.0625	389
924	69.0625	42.0625	426
925	69.1875	42.0625	462
926	69.3125	42.0625	525
927	69.4375	42.0625	618
928	69.5625	42.0625	797
929	69.6875	42.0625	1052
930	69.8125	42.0625	1037
931	69.9375	42.0625	1219
932	70.0625	42.0625	2179
933	70.1875	42.0625	2362
934	70.3125	42.0625	2903
935	70.4375	42.0625	2878
936	70.5625	42.0625	2947
937	70.6875	42.0625	2274
938	70.8125	42.0625	2961
939	70.9375	42.0625	3250
940	71.0625	42.0625	3436
941	71.1875	42.0625	3029
942	71.3125	42.0625	3037
943	71.4375	42.0625	2892
944	71.5625	42.0625	2490
945	71.6875	42.0625	2665
946	71.8125	42.0625	3090
947	71.9375	42.0625	3218
948	72.0625	42.0625	3068
949	72.1875	42.0625	3281
950	72.3125	42.0625	2551
951	72.4375	42.0625	1976
952	72.5625	42.0625	2355
953	72.6875	42.0625	2941
954	72.8125	42.0625	2308
955	72.9375	42.0625	2809
956	73.0625	42.0625	2991
957	73.1875	42.0625	2932
958	73.3125	42.0625	3134
959	73.4375	42.0625	3002
960	73.5625	42.0625	3110
961	73.6875	42.0625	3181
962	73.8125	42.0625	2778
963	73.9375	42.0625	2573
964	74.0625	42.0625	2898
965	74.1875	42.0625	2628
966	74.3125	42.0625	3359
967	74.4375	42.0625	3065
968	74.5625	42.0625	2435
969	74.6875	42.0625	2368
970	74.8125	42.0625	2265
971	74.9375	42.0625	2474
972	75.0625	42.0625	2583
973	75.1875	42.0625	2923
974	75.3125	42.0625	3400
975	77.9375	42.0625	3503
976	78.0625	42.0625	3766
977	78.1875	42.0625	3975
978	67.3125	41.9375	246
979	67.4375	41.9375	246
980	67.5625	41.9375	227
981	67.6875	41.9375	214
982	67.8125	41.9375	212
983	67.9375	41.9375	214
984	68.0625	41.9375	212
985	68.1875	41.9375	236
986	68.3125	41.9375	290
